debug_loop.thisRepN,debug_loop.thisTrialN,debug_loop.thisN,debug_loop.thisIndex,tob_block_before.thisRepN,tob_block_before.thisTrialN,tob_block_before.thisN,tob_block_before.thisIndex,thisRow.t,notes,surname,age,welcome.started,welcome_text.started,welcome_key.started,welcome.stopped,welcome_key.keys,welcome_key.rt,welcome_key.duration,group,order,cost,debug,setup.started,setup_blank.started,setup_blank.stopped,setup.stopped,фамилия,возраст,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,сс,11,0.011409499998990213,0.021631957999488804,0.021631957999488804,2.3755199999977776,space,2.189363000001322,None,,,,,,,,,сс,11,2026-09-11_22h25.36.674,magic_vkr,,2025.1.1,93.0583513656613,2026-09-11 22h25.44.400867 +0400,
,,,,,,,,,,,,,,,,,,,3,after,easy,0,2.3757540420010628,2.3859574169982807,,2.472677166999347,сс,11,2026-09-11_22h25.36.674,magic_vkr,,2025.1.1,93.0583513656613,2026-09-11 22h25.44.400867 +0400,
