thisN,thisTrialN,thisRepN,item_n,text,subscale,reverse,debug_loop.thisRepN,debug_loop.thisTrialN,debug_loop.thisN,debug_loop.thisIndex,tob_block_before.thisRepN,tob_block_before.thisTrialN,tob_block_before.thisN,tob_block_before.thisIndex,tob_instr_key_before.keys,tob_instr_key_before.rt,tob_instr_key_before.duration,tob_items_before.thisRepN,tob_items_before.thisTrialN,tob_items_before.thisN,tob_items_before.thisIndex,thisRow.t,notes,surname,age,welcome.started,welcome_text.started,welcome_key.started,welcome.stopped,welcome_key.keys,welcome_key.rt,welcome_key.duration,group,order,cost,debug,setup.started,setup_blank.started,setup_blank.stopped,setup.stopped,tob_instr_before.started,tob_instr_text_before.started,tob_instr_key_before.started,tob_instr_before.stopped,tob_block_before.tob_instr_key_before.keys,tob_block_before.tob_instr_key_before.rt,tob_block_before.tob_instr_key_before.duration,tob_item_before.started,tob_text_before.started,tob_slider_before.started,tob_hint_before.started,фамилия,возраст,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,0000,0,0.014039625006262213,0.020539124991046265,0.020539124991046265,3.8815892089914996,space,3.11620491600479,None,,,,,,,,,,,,,,,,,,,,0000,0,2026-09-14_23h39.58.736,magic_vkr,,2025.1.1,None,2026-09-14 23h40.09.658861 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,before,easy,0,3.8819135839876253,3.8925821669981815,3.9919127500033937,3.9795362089935225,,,,,,,,,,,,0000,0,2026-09-14_23h39.58.736,magic_vkr,,2025.1.1,None,2026-09-14 23h40.09.658861 +0400,
0,0,0,1,"Несмотря на то, что тело может умереть, душа продолжает существовать",TRB,0,,,,,0,0,0,0,,,,0,0,0,0,6.352468375000171,,,,,,,,,,,,,,,,,,,3.982574041991029,3.9919127500033937,3.9919127500033937,6.297929166990798,space,2.304757540987339,None,6.319567541999277,6.352468375000171,6.352468375000171,6.352468375000171,,,,,,,,,
